NUMERO;PALABRA
1;abajo
2;abandonado
3;abandonar
4;abandono
5;abandonó
6;abc
7;abierta
8;abiertas
9;abierto
10;abiertos
11;abogado
12;abogados
13;abre
14;abril
15;abrir
16;abrió
17;absoluta
18;absolutamente
19;absoluto
20;absurdo
21;abuela
22;abuelo
23;abundante
24;acaba
25;acababa
26;acabado
27;acabar
28;acabó
29;academia
30;académico
31;acaso
32;acceder
33;acceso
34;accidente
35;accidentes
36;acciones
37;acción
38;aceite
39;acepta
40;aceptación
41;aceptado
42;aceptar
43;aceptó
44;acerca
45;acercarse
46;acercó
47;acero
48;aclarar
49;acompaña
50;acompañado
51;acontecimiento
52;acontecimientos
53;actitud
54;actitudes
55;activa
56;actividad
57;actividades
58;activo
59;activos
60;acto
61;actor
62;actores
63;actos
64;actriz
65;actuaciones
66;actuación
67;actual
68;actuales
69;actualidad
70;actualmente
71;actuar
72;actúa
73;actúan
74;acudir
75;acuerdo
76;acuerdos
77;acumulación
78;acusaciones
79;acusación
80;acusado
81;acá
82;adaptación
83;adecuada
84;adecuado
85;adelante
86;además
87;adentro
88;administraciones
89;administración
90;administrativa
91;administrativo
92;admiración
93;admite
94;adn
95;adolescente
96;adolescentes
97;adolfo
98;adoptar
99;adquiere
100;adquirido
101;adquirir
102;adquisición
103;adultos
104;advierte
105;advirtió
106;aeropuerto
107;afecta
108;afectado
109;afectados
110;afectan
111;aficionados
112;afición
113;afirma
114;afirmación
115;afirmar
116;afirmó
117;afp
118;afrontar
119;afuera
120;afán
121;agencia
122;agencias
123;agenda
124;agente
125;agentes
126;agosto
127;agradable
128;agrega
129;agregar
130;agregó
131;agresión
132;agricultura
133;agrícola
134;agrícolas
135;agua
136;aguas
137;agustín
138;ahora
139;ahorro
140;ahí
141;aire
142;aires
143;aislamiento
144;ajeno
145;ajo
146;ajuste
147;alarma
148;alas
149;alba
150;alberto
151;alcalde
152;alcance
153;alcanza
154;alcanzado
155;alcanzar
156;alcanzó
157;alcohol
158;alegre
159;alegría
160;alejandro
161;alemana
162;alemanes
163;alemania
164;alemán
165;alerta
166;alfonso
167;alfredo
168;aliados
169;alianza
170;alicia
171;aliento
172;alimentación
173;alimento
174;alimentos
175;allá
176;allí
177;alma
178;almuerzo
179;alonso
180;alrededor
181;alta
182;altas
183;alteraciones
184;alternativa
185;alternativas
186;alto
187;altos
188;altura
189;alturas
190;alumno
191;alumnos
192;alvarez
193;alza
194;ama
195;amanecer
196;amante
197;amarillo
198;ambiental
199;ambiente
200;amenaza
201;amenazas
202;americana
203;americano
204;americanos
205;amiga
206;amigo
207;amigos
208;amistad
209;amo
210;amor
211;amparo
212;amplia
213;ampliación
214;ampliar
215;amplio
216;américa
217;ana
218;analizar
219;ancho
220;and
221;anda
222;andalucía
223;andar
224;andrés
225;angel
226;angeles
227;angustia
228;animal
229;animales
230;aniversario
231;anoche
232;ansiedad
233;antecedentes
234;antena
235;anterior
236;anteriores
237;anteriormente
238;antes
239;antigua
240;antiguas
241;antiguo
242;antiguos
243;antigüedad
244;antonio
245;anual
246;anuales
247;anuncia
248;anunciado
249;anuncio
250;anunció
251;análisis
252;aparato
253;aparatos
254;aparece
255;aparecen
256;aparecer
257;apareció
258;aparecía
259;aparente
260;aparentemente
261;aparición
262;apariencia
263;apartado
264;aparte
265;apenas
266;apertura
267;aplica
268;aplicaciones
269;aplicación
270;aplicar
271;aporte
272;apoya
273;apoyar
274;apoyo
275;apreciar
276;aprender
277;aprendido
278;aprendizaje
279;aprobación
280;aprobado
281;aprobó
282;aprovechar
283;aproximadamente
284;apunta
285;aquél
286;aquí
287;aragón
288;archivo
289;arco
290;arena
291;argentina
292;argentino
293;argentinos
294;argumento
295;argumentos
296;arias
297;arma
298;armada
299;armadas
300;armado
301;armados
302;armas
303;armonía
304;arquitecto
305;arquitectura
306;arreglo
307;arriba
308;arroz
309;art
310;arte
311;artes
312;artificial
313;artista
314;artistas
315;arturo
316;artículo
317;artículos
318;artística
319;artístico
320;asalto
321;asamblea
322;ascenso
323;asegura
324;aseguran
325;asegurar
326;aseguró
327;asesinado
328;asesinato
329;asesor
330;asia
331;asiento
332;asimismo
333;asistencia
334;asistentes
335;asistir
336;asociaciones
337;asociación
338;asociados
339;aspecto
340;aspectos
341;asturias
342;asumir
343;asunto
344;asuntos
345;así
346;ataque
347;ataques
348;atención
349;atender
350;atentado
351;atentados
352;atlántico
353;atlético
354;atmósfera
355;atractivo
356;atrás
357;audiencia
358;aumenta
359;aumentar
360;aumento
361;aun
362;ausencia
363;auto
364;automóvil
365;automóviles
366;autonomía
367;autor
368;autores
369;autoridad
370;autoridades
371;autorización
372;auténtica
373;auténtico
374;autónoma
375;autónomas
376;avance
377;avances
378;avanzar
379;avenida
380;aventura
381;aves
382;aviones
383;aviso
384;avión
385;ayer
386;ayuda
387;ayudar
388;ayudas
389;ayuntamiento
390;azar
391;aznar
392;azul
393;azules
394;azúcar
395;aérea
396;añade
397;añadir
398;añadió
399;año
400;años
401;aún
