NUMERO;PALABRA;
1;exposición
2;personas
3;esenciales
4;deforestación
5;1997
6;coste
7;aprecia
8;afecta
9;crónico
10;recorre
11;biodiversidad
12;CO2
13;imprescindible
14;preocupantes
15;1880
16;podría
17;neurológico
18;calcula
19;disponibilidad
20;expertos
21;revertir
22;fósiles
23;carne
24;principales
25;pobres
26;incluso
27;urgentes
28;incluidas
29;constante
30;sanitaria
31;Senegal
32;debido
33;infraestructuras
34;ya
35;caras
36;decenio
37;Alcanzar
38;energética
39;atajar
40;insta
41;agotando
42;medidas
43;perjudicadas
44;pruebas
45;gases
46;progresan
47;dependen
48;turismo
49;ambientales
50;ocurriendo
51;inequívocas
52;grados
53;aproximadamente
54;crítico
55;positiva
56;alimentos
57;gestión
58;desprenden
59;seguridad
60;será
61;poblarán
62;desarrollo
63;materiales
64;ocurrir
65;silvestres
66;coral
67;junto
68;1980
69;lugar
70;disminución
71;comida
72;no
73;prácticas
74;causa
75;próximo
76;transformación
77;cifra
78;Son
79;Salud
80;cero
81;puede
82;transversal
83;línea
84;indican
85;inundación
86;medioambiental
87;industrias
88;Programa
89;fauna
90;siglas
91;60
92;establecidos
93;señaló
94;drástica
95;incremento
96;mejor
97;tierra
98;mortífera
99;riesgo
100;euros
101;excesiva
102;reside
103;sientan
104;vivirán
105;insostenible
106;erosión
107;productividad
108;marinos
109;basados
110;terrestres
111;avisan
112;humana
113;CRISIS
114;prematuras
115;pesados
116;enfermedades
117;fertilizantes
118;media
119;resaltan
120;ecosistemas
121;generar
122;1970
123;desperdicia
124;apunta
125;partículas
126;musgo
127;adaptase
128;cambios
129;meta
130;vegetación
131;suponen
132;10000
133;desfavorable
134;marco
135;espera
136;ejemplos
137;urbanización
138;partiendo
139;listado
140;seguirá
141;superficies
142;continúa
143;puntos
144;celebra
145;repercusión
146;sostenible
147;usar
148;afectada
149;necesario
150;competencia
151;negocio
152;sociedad
153;Respecto
154;invernadero
155;variedad
156;jurisdicciones
157;basura
158;manglares
159;avanzando
160;consumo
161;11000
162;explica
163;Medio
164;proyecciones
165;acidificación
166;trabajadores
167;prevé
168;costeras
169;ritmo
170;sexta
171;2100
172;plaguicidas
173;dañada
174;minería
175;Gran
176;desencadenado
177;descenso
178;perdido
179;profundo
180;frenar
181;eficiencia
182;simplemente
183;infantil
184;Agua
185;protegidas
186;niños
187;mundial
188;contaminantes
189;subsistencia
190;agudiza
191;decir
192;cifró
193;mayores
194;baja
195;nacional
196;colapso
197;pérdidas
198;detalla
199;advierte
200;proteger
201;estima
202;salud
203;ralentizado
204;condiciones
205;cálidos
206;millones
207;primera
208;desplazamiento
209;calentamiento
210;captación
211;ahora
212;mesa
213;conocimiento
214;radiografía
215;creciente
216;dentro
217;superará
218;salvaje
219;controlar
220;planeta
221;insumos
222;debe
223;señala
224;sigue
225;mundo
226;reto
227;relaciona
228;países
229;enemigos
230;internacionales
231;persistir
232;exista
233;seguido
234;concreta
235;desertificadas
236;sean
237;dejen
238;salir
239;También
240;mares
241;existe
242;urbanas
243;vida
244;tierras
245;miércoles
246;menor
247;usos
248;llamados
249;afectando
250;abre
251;requieren
252;sostenidas
253;zanjan
254;pastizales
255;toneladas
256;zonas
257;poblaciones
258;rápidamente
259;llega
260;contribuye
261;cambio
262;océanos
263;producido
264;detener
265;metas
266;Agricultura
267;naturales
268;patógenos
269;añade
270;muertes
271;hombre
272;utiliza
