NUMERO;PALABRA
1;abril
2;acciones
3;acción
4;acerca
5;actitud
6;actividad
7;actividades
8;acto
9;actual
10;acuerdo
11;adelante
12;además
13;administración
14;afirmó
15;agua
16;ahora
17;ahí
18;aire
19;allá
20;allí
21;alrededor
22;alta
23;alto
24;ambiente
25;amigo
26;amigos
27;amor
28;américa
29;animales
30;anterior
31;antes
32;antonio
33;análisis
34;aparece
35;apenas
36;apoyo
37;aquí
38;argentina
39;armas
40;arriba
41;arte
42;artículo
43;asimismo
44;asociación
45;aspecto
46;aspectos
47;asunto
48;así
49;atención
50;atrás
51;aumento
52;aun
53;autor
54;autoridades
55;ayer
56;ayuda
57;año
58;años
59;aún
60;b
61;baja
62;banco
63;barcelona
64;base
65;bastante
66;bien
67;blanca
68;blanco
69;boca
70;buen
71;buena
72;bueno
73;buenos
74;busca
75;buscar
76;c
77;cabeza
78;cabo
79;calidad
80;calle
81;cama
82;cambio
83;cambios
84;camino
85;campaña
86;campo
87;cantidad
88;capacidad
89;capaz
90;capital
91;cara
92;características
93;cargo
94;carlos
95;carne
96;carrera
97;carta
98;carácter
99;casa
100;casi
101;caso
102;casos
103;causa
104;central
105;centro
106;centros
107;cerca
108;chile
109;ciencia
110;cierta
111;cierto
112;cine
113;ciudad
114;civil
115;claro
116;clase
117;club
118;color
119;comenzó
120;comercio
121;comisión
122;compañía
123;comunicación
124;comunidad
125;común
126;concepto
127;conciencia
128;condiciones
129;congreso
130;conjunto
131;conocer
132;conocimiento
133;consecuencia
134;conseguir
135;consejo
136;considera
137;constitución
138;construcción
139;consumo
140;contenido
141;contrario
142;control
143;corazón
144;corte
145;cosa
146;cosas
147;costa
148;creación
149;crecimiento
150;creo
151;crisis
152;cuadro
153;cuanto
154;cuarto
155;cuba
156;cuenta
157;cuerpo
158;cuestión
159;cultura
160;cultural
161;curso
162;cámara
163;d
164;da
165;dado
166;dan
167;dar
168;datos
169;debe
170;deben
171;debido
172;debía
173;decir
174;decisión
175;decía
176;defensa
177;deja
178;dejar
179;dejó
180;demasiado
181;democracia
182;dentro
183;derecha
184;derecho
185;derechos
186;desarrollo
187;deseo
188;después
189;destino
190;diario
191;dice
192;dicen
193;dicho
194;diciembre
195;diferencia
196;diferentes
197;difícil
198;dijo
199;dinero
200;dio
201;dios
202;dirección
203;director
204;distintas
205;distintos
206;doctor
207;dolor
208;domingo
209;don
210;duda
211;día
212;días
213;dólares
214;economía
215;económica
216;económico
217;edad
218;educación
219;efecto
220;efectos
221;ejemplo
222;ejército
223;elecciones
224;electoral
225;elementos
226;embargo
227;empresa
228;empresas
229;encima
230;encontrar
231;encuentra
232;encuentran
233;encuentro
234;energía
235;enero
236;enfermedad
237;entonces
238;entrada
239;entrar
240;equipo
241;era
242;eran
243;es
244;escuela
245;esfuerzo
246;espacio
247;españa
248;español
249;española
250;españoles
251;especial
252;especialmente
253;especie
254;espera
255;estaba
256;estaban
257;estado
258;estados
259;estamos
260;estar
261;estilo
262;estoy
263;estructura
264;estudio
265;estudios
266;estuvo
267;está
268;están
269;etapa
270;europa
271;europea
272;evitar
273;ex
274;existe
275;existen
276;existencia
277;experiencia
278;explicó
279;expresión
280;exterior
281;falta
282;familia
283;favor
284;fecha
285;felipe
286;fernando
287;figura
288;fin
289;final
290;finalmente
291;fiscal
292;flores
293;fondo
294;forma
295;formación
296;formas
297;francia
298;francisco
299;frente
300;fue
301;fuego
302;fuentes
303;fuera
304;fueron
305;fuerte
306;fuerza
307;fuerzas
308;función
309;futuro
310;fácil
311;fútbol
312;g
313;garcía
314;general
315;generales
316;gente
317;gobierno
318;gonzález
319;gracias
320;grado
321;gran
322;grande
323;grandes
324;grupo
325;grupos
326;guerra
327;ha
328;haber
329;habla
330;hablar
331;habrá
332;habría
333;había
334;habían
335;hace
336;hacen
337;hacer
338;hacerlo
339;haciendo
340;hacía
341;han
342;has
343;hasta
344;hay
345;haya
346;he
347;hecho
348;hechos
349;hemos
350;hermano
351;hicieron
352;hija
353;hijo
354;hijos
355;historia
356;hizo
357;hombre
358;hombres
